source_dataset,station_id,latitude,longitude,height,topo_free_disturbance,G_ref
IGN,938016,28.35861111111112,-16.429722222222225,916.6826,240.89075114693264,241.1021566879805
IGN,938017,28.357222222222223,-16.434166666666666,977.5377,242.8969005970404,243.1083061380883
IGN,938019,28.363333333333333,-16.43166666666667,1037.8145,241.94603793714293,242.15744347819083
IGN,938020,28.36694444444445,-16.429722222222225,1081.4841,241.5103919610169,241.7217975020648
IGN,938021,28.37138888888889,-16.427500000000002,1150.8404,241.81916728377664,242.03057282482453
IGN,938022,28.37861111111112,-16.425,1221.122,240.66400197411,240.8754075151579
IGN,938023,28.37527777777778,-16.4325,1289.9719,242.36340552458185,242.57481106562972
IGN,938025,28.38083333333333,-16.428611111111113,1353.4409,241.64070231385503,241.85210785490293
IGN,938026,28.383888888888887,-16.43166666666667,1423.0446,241.09799605461305,241.30940159566092
IGN,938027,28.380277777777778,-16.43611111111111,1496.8864,242.85573270925624,243.0671382503041
IGN,938028,28.378055555555555,-16.441111111111113,1565.2932,241.15911334337727,241.3705188844252
IGN,938030,28.379444444444445,-16.447222222222223,1647.9434,242.6241037656757,242.8355093067236
IGN,938031,28.38611111111111,-16.449722222222224,1698.593,241.6570552410756,241.8684607821235
IGN,938032,28.38833333333333,-16.448888888888888,1725.6402,240.7591963816604,240.97060192270828
IGN,939001,28.308055555555555,-16.389722222222222,171.7086,229.52494391975733,229.73634946080523
IGN,939002,28.311666666666667,-16.39638888888889,219.8792,230.6995484324876,230.9109539735355
IGN,939003,28.31277777777778,-16.403888888888886,267.3363,233.2214351729405,233.4328407139884
IGN,939004,28.3125,-16.410555555555554,313.9215,234.6091934691385,234.8205990101864
IGN,942001,28.11694444444445,-16.58222222222222,750.9131,237.2447705813344,237.45617612238223
IGN,942002,28.11777777777778,-16.58888888888889,801.0298,239.81904321841063,240.0304487594585
IGN,942003,28.124166666666667,-16.589444444444442,841.7735,240.95156358062505,241.16296912167292
IGN,942004,28.126944444444444,-16.595,883.7957,244.5159626939616,244.7273682350095
IGN,942005,28.13,-16.597777777777775,904.6398,247.1337874841969,247.3451930252448
IGN,942007,28.13305555555556,-16.600555555555555,941.0895,249.6813357940855,249.8927413351334
IGN,942008,28.131666666666668,-16.60666666666667,983.9001,251.39639624467983,251.60780178572773
IGN,942009,28.131666666666668,-16.6125,1029.3748,253.21901790484768,253.4304234458956
IGN,942010,28.13277777777778,-16.61527777777778,1068.6838,253.27407213734045,253.48547767838835
IGN,942011,28.1375,-16.614722222222223,1113.289,255.9921432238503,256.2035487648982
IGN,942012,28.13777777777777,-16.61722222222222,1171.5379,255.2968276024785,255.5082331435264
IGN,942014,28.141111111111112,-16.62138888888889,1212.6239,258.61686282374984,258.82826836479774
IGN,942015,28.140833333333333,-16.61888888888889,1252.5832,256.4272282967085,256.6386338377564
IGN,942016,28.14555555555556,-16.62472222222222,1304.7049,261.02385497631803,261.235260517366
IGN,942017,28.147777777777776,-16.62777777777778,1336.9992,262.38096176654034,262.59236730758823
IGN,942018,28.1525,-16.633888888888887,1383.2187,264.74655290860983,264.9579584496577
IGN,942019,28.15305555555556,-16.639444444444443,1424.1206,264.11985877021334,264.33126431126124
IGN,943003,28.242222222222225,-16.79638888888889,778.8987,253.340947797254,253.55235333830188
IGN,943004,28.238333333333333,-16.790277777777778,827.7201,254.78688972550887,254.9982952665568
IGN,943005,28.23555555555556,-16.784444444444446,867.0015,256.2411208356397,256.4525263766876
IGN,943006,28.230277777777776,-16.778055555555554,911.3111,259.9358167549706,260.14722229601847
IGN,943007,28.22805555555556,-16.77,959.8683,263.9977217783563,264.2091273194042
IGN,943009,28.225,-16.760833333333334,1024.6437,267.11421908078853,267.3256246218364
IGN,943010,28.223888888888887,-16.753611111111113,1080.8275,270.966744980698,271.1781505217459
IGN,943011,28.229444444444443,-16.759444444444444,1129.4208,266.35423134115223,266.5656368822001
IGN,943012,28.235833333333336,-16.759444444444444,1177.0013,265.5803933629042,265.7917989039521
IGN,943013,28.24055555555556,-16.76361111111111,1216.5244,262.4880096413669,262.6994151824148
IGN,943015,28.246111111111112,-16.765,1255.2296,261.0212387916488,261.2326443326967
IGN,943016,28.253055555555555,-16.76722222222222,1302.3364,259.1553322026407,259.3667377436886
IGN,943017,28.260555555555555,-16.77,1350.7177,258.9392019608831,259.150607501931
IGN,943018,28.26944444444444,-16.76888888888889,1410.3606,258.8659339927419,259.07733953378977
IGN,943030,28.2675,-16.728055555555553,1908.3384,260.46706015850737,260.67846569955526
IGN,943031,28.261666666666667,-16.721666666666664,1959.5337,264.2547025281192,264.4661080691671
IGN,943032,28.255,-16.71472222222222,2017.127,268.1700517761048,268.3814573171527
IGN,943033,28.24944444444445,-16.708055555555553,2068.7749,271.7774835316835,271.9888890727314
IGN,943034,28.24194444444445,-16.702777777777776,2128.7464,275.41909595082166,275.63050149186955
IGN,943036,28.23555555555556,-16.69611111111111,2132.7221,279.4911184335365,279.7025239745844
IGN,943037,28.22833333333333,-16.690277777777776,2136.3232,281.8474390962432,282.0588446372911
IGN,943038,28.22111111111111,-16.684444444444445,2108.76,281.83780672232547,282.04921226337336
IGN,944002,28.36777777777778,-16.733888888888888,410.1511,238.9720529072564,239.18345844830424
IGN,944003,28.36416666666667,-16.72861111111111,459.2978,240.39952894192376,240.6109344829717
IGN,944004,28.363333333333333,-16.735,517.0344,240.7158873007857,240.9272928418336
IGN,944005,28.35944444444445,-16.73222222222222,586.9916,240.669679264613,240.8810848056609
IGN,944006,28.357222222222223,-16.732499999999998,640.4634,241.4617730121389,241.6731785531868
IGN,944008,28.355833333333333,-16.731666666666666,689.0209,241.6843357490037,241.8957412900516
IGN,944009,28.35527777777778,-16.7375,707.829,242.1882236905864,242.3996292316343
IGN,944010,28.35361111111112,-16.742222222222225,755.397,243.0033756696784,243.2147812107263
IGN,944011,28.349444444444444,-16.747777777777777,837.8717,244.54847405882964,244.75987959987756
IGN,944012,28.34555555555556,-16.751944444444444,898.386,246.022201874466,246.2336074155139
IGN,944013,28.34083333333333,-16.755277777777778,969.8362,246.62270558065927,246.8341111217072
IGN,944015,28.335833333333333,-16.75888888888889,1030.596,247.41597820574583,247.62738374679373
IGN,944016,28.33277777777778,-16.75638888888889,1084.9299,248.355067189538,248.5664727305859
IGN,944017,28.33138888888889,-16.765833333333333,1104.013,248.0630980218021,248.27450356285
IGN,944018,28.330277777777777,-16.775555555555556,1117.9419,249.990241177252,250.20164671829988
IGN,944020,28.33,-16.785833333333336,1118.1871,252.1122622776724,252.32366781872028
IGN,944021,28.325,-16.793333333333337,1168.9414,254.2294701585958,254.4408756996437
IGN,944022,28.31833333333333,-16.796944444444446,1180.5819,258.593111322099,258.8045168631469
IGN,945001,28.375833333333333,-16.586666666666666,430.0254,242.2518206840304,242.4632262250783
IGN,945002,28.375833333333333,-16.59111111111111,467.4787,240.2359180359435,240.4473235769914
IGN,945003,28.37333333333333,-16.589166666666664,515.7183,240.5542813271393,240.7656868681872
IGN,945004,28.37361111111111,-16.594166666666666,569.2226,240.39574841140492,240.60715395245285
IGN,945006,28.37833333333333,-16.59638888888889,555.0251,238.58252438824192,238.79392992928985
IGN,945007,28.38305555555556,-16.602777777777778,567.8773,236.1596912411444,236.3710967821923
IGN,945008,28.384444444444444,-16.604166666666668,619.6874,234.6039504933272,234.8153560343751
IGN,945009,28.38,-16.604166666666668,720.4806,236.0279694350421,236.23937497609
IGN,945010,28.37638888888889,-16.604444444444447,803.8649,236.8518899869296,237.0632955279775
IGN,945011,28.378888888888888,-16.609444444444446,750.8849,235.3945837968524,235.60598933790027
IGN,945012,28.37611111111111,-16.610555555555557,804.3074,235.8430090972236,236.05441463827145
IGN,945014,28.37027777777778,-16.6125,896.8702,236.80113061811443,237.01253615916232
IGN,945015,28.364722222222223,-16.61777777777778,940.9079,237.565591374009,237.77699691505688
IGN,945016,28.361944444444447,-16.62361111111111,934.7279,239.6375239954313,239.8489295364792
IGN,945017,28.361666666666668,-16.630277777777778,936.5015,240.5523215408993,240.7637270819472
IGN,945019,28.36388888888889,-16.638333333333332,878.3918,238.54044408460985,238.7518496256577
IGN,945020,28.372222222222224,-16.653888888888886,833.2832,264.90233896027604,265.11374450132394
IGN,945021,28.363611111111112,-16.6525,789.3239,240.3967746746865,240.6081802157344
IGN,945022,28.360833333333336,-16.65861111111111,760.711,240.6479260236481,240.859331564696
IGN,945023,28.364444444444445,-16.66111111111111,691.2978,239.0747980993412,239.28620364038903
IGN,945024,28.36916666666667,-16.65833333333333,626.1059,236.71733700085,236.9287425418979
IGN,945026,28.372222222222224,-16.653888888888886,561.4017,236.86128034866024,237.0726858897081
IGN,945027,28.375,-16.6575,509.0518,234.8051909079924,235.0165964490403
IGN,945028,28.37555555555556,-16.66333333333333,468.7664,234.85094311266752,235.06234865371545
IGN,945029,28.375,-16.66861111111111,441.1825,236.6693036130733,236.8807091541212
IGN,945031,28.37555555555556,-16.672222222222224,399.9858,235.7488161381281,235.960221679176
IGN,945032,28.37444444444445,-16.678611111111113,377.7579,235.68782190845,235.8992274494979
IGN,945033,28.377222222222223,-16.684444444444445,324.3258,235.4727319667442,235.6841375077921
IGN,946001,28.380277777777778,-16.584166666666665,388.057,240.2898961337677,240.5013016748156
IGN,946002,28.385,-16.584166666666665,326.1807,238.79250328521795,239.00390882626584
IGN,946003,28.38833333333333,-16.584166666666665,281.1665,237.951826454071,238.1632319951189
IGN,946004,28.391111111111112,-16.578611111111112,266.2791,237.48663114297003,237.69803668401792
IGN,947001,28.31055555555556,-16.57,2040.2881,255.4458756362542,255.65728117730208
IGN,947002,28.31222222222222,-16.56888888888889,1996.6112,255.72052551046696,255.93193105151485
IGN,947003,28.314444444444444,-16.575277777777778,1951.9348,255.42773569635423,255.63914123740213
IGN,947004,28.316666666666663,-16.57,1902.1181,255.75864159416943,255.97004713521733
IGN,947006,28.316944444444445,-16.561944444444446,1851.9362,256.65053635382344,256.86194189487134
IGN,947007,28.31972222222222,-16.55611111111111,1800.0568,256.5269576229058,256.7383631639537
IGN,947008,28.321944444444444,-16.548333333333336,1757.6231,256.41396469164897,256.62537023269687
IGN,947009,28.32138888888889,-16.54138888888889,1715.1353,258.3734561830132,258.5848617240611
IGN,947010,28.32472222222222,-16.535555555555558,1666.2178,258.0193712799778,258.2307768210257
IGN,947011,28.33222222222222,-16.531388888888888,1606.4699,254.7570324584364,254.96843799948425
IGN,947013,28.33805555555556,-16.52722222222222,1555.9612,254.3048950975472,254.51630063859508
IGN,947014,28.342222222222222,-16.522222222222222,1511.1619,254.6851225699686,254.8965281110165
IGN,947015,28.34722222222222,-16.51527777777778,1446.4845,255.2541493059423,255.4655548469902
IGN,947017,28.34805555555556,-16.519444444444442,1398.6381,254.4126788432227,254.6240843842706
IGN,947018,28.34861111111111,-16.523055555555555,1353.201,253.818023350709,254.0294288917569
IGN,947019,28.35138888888889,-16.521944444444443,1292.6939,252.8891729275821,253.10057846863
IGN,947020,28.35527777777778,-16.514722222222222,1240.2277,253.2915922344148,253.5029977754627
IGN,947021,28.357222222222223,-16.50638888888889,1191.3346,254.24095618657017,254.45236172761807
IGN,947022,28.360833333333336,-16.49888888888889,1135.6433,253.66898968549435,253.88039522654225
IGN,947024,28.363333333333333,-16.499722222222225,1080.5405,253.238777242158,253.45018278320583
IGN,947025,28.36555555555556,-16.506666666666668,1031.3543,251.73253097430143,251.9439365153493
IGN,947026,28.365,-16.514444444444443,974.602,250.93873413599192,251.15013967703985
IGN,947027,28.36638888888889,-16.52138888888889,923.117,249.17528820417803,249.38669374522595
IGN,947028,28.366666666666667,-16.528333333333332,871.0134,248.4960354135494,248.7074409545973
IGN,947030,28.36611111111112,-16.534166666666668,888.9894,246.7004494186656,246.9118549597135
IGN,947031,28.36277777777778,-16.53527777777778,950.5025,248.2744360855287,248.4858416265766
IGN,947032,28.36138888888889,-16.54361111111111,953.9211,246.80622746729625,247.01763300834412
IGN,947033,28.360833333333336,-16.551111111111112,921.4282,245.7528721099378,245.9642776509857
IGN,947035,28.359722222222224,-16.561111111111114,858.8491,245.5685990845272,245.78000462557503
IGN,947036,28.360833333333336,-16.570833333333333,789.3463,244.2968256264087,244.5082311674566
IGN,947037,28.3625,-16.571944444444444,741.5663,244.02958546778407,244.240991008832
IGN,947038,28.36611111111112,-16.57638888888889,693.6113,242.75644556157903,242.96785110262687
IGN,947039,28.366666666666667,-16.583055555555557,641.6969,242.0511711968411,242.262576737889
IGN,947040,28.369722222222222,-16.579722222222223,587.3822,242.5743457214872,242.7857512625351
IGN,947042,28.37388888888889,-16.572499999999998,551.0646,242.2748187552782,242.4862242963261
IGN,947043,28.3775,-16.575277777777778,480.2345,240.92788107036003,241.13928661140795
IGN,947044,28.3775,-16.579444444444444,446.6128,240.35238407390256,240.56378961495045
IGN,10935002,28.05361111111112,-16.67888888888889,155.9885,243.7697856138893,243.9811911549372
IGN,10935003,28.05388888888889,-16.678611111111113,154.6164,243.17905200626512,243.39045754731305
IGN,10935004,28.05388888888889,-16.678611111111113,154.395,243.1485127340013,243.3599182750492
IGN,10935005,28.052777777777777,-16.676944444444445,161.5365,240.66266354477776,240.87406908582565
IGN,10935006,28.051666666666662,-16.670833333333334,180.0002,241.51487979929132,241.72628534033925
IGN,10935007,28.051944444444445,-16.66444444444444,207.584,240.85153051945804,241.06293606050596
IGN,10935008,28.0525,-16.65888888888889,220.5267,241.14870745679565,241.36011299784357
IGN,10935009,28.052777777777777,-16.653333333333332,226.4427,241.01168311790448,241.2230886589524
IGN,10935010,28.05305555555556,-16.648055555555555,232.4586,240.6230822802281,240.834487821276
IGN,10935011,28.05305555555556,-16.641111111111112,217.0135,239.73961567848443,239.95102121953232
IGN,10935012,28.0525,-16.639166666666664,217.2282,239.2688646212409,239.4802701622888
IGN,10935013,28.050555555555555,-16.633055555555558,201.1633,237.63276688664192,237.8441724276898
IGN,10935014,28.049722222222226,-16.62611111111111,188.9684,235.6069292103876,235.8183347514355
IGN,10935015,28.05027777777778,-16.62361111111111,186.4966,235.26684688769004,235.47825242873796
IGN,10935016,28.050555555555555,-16.62361111111111,190.5973,234.19706152101625,234.40846706206412
IGN,10935017,28.050555555555555,-16.62361111111111,191.006,235.16743093703923,235.37883647808712
IGN,10935018,28.05138888888889,-16.611944444444447,177.9834,232.90203632729737,233.1134418683453
IGN,10935019,28.051944444444445,-16.60888888888889,171.3136,230.7800144700127,230.9914200110606
IGN,10935020,28.05305555555556,-16.598055555555554,177.79,228.44064536910733,228.6520509101552
IGN,10935021,28.05527777777778,-16.59111111111111,187.457,229.5509269175006,229.76233245854849
IGN,10935022,28.055,-16.59111111111111,187.2053,229.5818505227905,229.7932560638384
IGN,10935023,28.056944444444444,-16.585555555555555,189.6535,229.03342814035585,229.24483368140372
IGN,10935024,28.059444444444445,-16.579444444444444,185.8714,228.28524795677816,228.4966534978261
IGN,10935025,28.06277777777778,-16.57361111111111,179.9858,227.8871698108509,228.0985753518988
IGN,10935026,28.06305555555556,-16.573888888888888,181.9682,227.72376703076003,227.93517257180795
IGN,10935027,28.064444444444444,-16.57111111111111,183.424,227.43663827184704,227.6480438128949
IGN,10935028,28.06805555555556,-16.56277777777778,203.0547,226.1727524380756,226.3841579791235
IGN,10935029,28.060277777777777,-16.7,158.8592,245.40641232361853,245.6178178646664
IGN,10935030,28.059166666666663,-16.690833333333334,198.3442,243.46589887148707,243.67730441253497
IGN,10935031,28.05527777777778,-16.68305555555556,167.317,243.20419181696988,243.41559735801775
IGN,10936002,28.48888888888889,-16.316111111111113,595.133,230.9028507992525,231.1142563403004
IGN,10936003,28.48888888888889,-16.31638888888889,606.227,234.59077660479863,234.80218214584653
IGN,10936004,28.49,-16.328888888888887,617.6251,234.4175084522012,234.62891399324909
IGN,10936005,28.49,-16.335833333333333,630.1714,236.79748817202164,237.00889371306957
IGN,10936006,28.489722222222223,-16.340277777777775,645.728,237.55059029587,237.7619958369179
IGN,10936007,28.49,-16.344166666666666,647.3738,238.6042239522364,238.81562949328423
IGN,10936008,28.49,-16.348055555555554,672.9948,238.2569244530947,238.4683299941426
IGN,10936009,28.49083333333333,-16.35611111111111,670.469,241.8446825797533,242.0560881208012
IGN,10936010,28.490833,-16.356111,671.9729,242.5711650735992,242.78257061464708
IGN,10936011,28.49138888888889,-16.362222222222222,672.7,242.1458636946472,242.3572692356951
IGN,10936012,28.492222222222225,-16.366666666666667,663.396,243.2021026437535,243.4135081848014
IGN,10936013,28.492222222222225,-16.373055555555556,656.0859,243.33028541228805,243.54169095333597
IGN,10936014,28.492222222222225,-16.378611111111113,651.1507,242.87915412979268,243.09055967084055
IGN,10936015,28.48805555555556,-16.38222222222222,641.0946,242.8828137094679,243.0942192505158
IGN,10936016,28.48777777777778,-16.383055555555558,634.6036,242.78124436361327,242.9926499046612
IGN,10936017,28.487222222222226,-16.38722222222222,626.7807,241.5413223285308,241.7527278695787
IGN,10936018,28.484166666666667,-16.390277777777776,637.9391,241.00677461939344,241.2181801604413
IGN,10936019,28.480555555555554,-16.397777777777776,632.4667,239.00546277840044,239.21686831944837
IGN,10936020,28.479166666666664,-16.4,634.0946,238.1450847834025,238.3564903244504
IGN,10936021,28.4775,-16.4025,627.5856,237.23685325810004,237.44825879914796
IGN,10936022,28.47611111111111,-16.40861111111111,622.2018,235.6871509400864,235.8985564811343
IGN,10936023,28.47611111111111,-16.411944444444444,596.5616,233.90154969506773,234.1129552361156
IGN,10936024,28.474444444444444,-16.416944444444447,582.0738,233.113587510652,233.32499305169983
IGN,10936025,28.4725,-16.4225,553.8568,231.7109343212756,231.92233986232347
IGN,10936026,28.47277777777777,-16.428055555555556,513.4928,231.4673586438971,231.67876418494495
IGN,10936027,28.470277777777778,-16.43305555555556,512.4857,229.70641266385672,229.91781820490465
IGN,10936028,28.470277777777778,-16.433333333333334,510.6845,229.90350573493143,230.11491127597927
IGN,10936029,28.46555555555556,-16.436944444444446,479.313,229.9037554077765,230.1151609488244
IGN,10936030,28.46333333333333,-16.442222222222224,462.4318,229.0743663858084,229.28577192685623
IGN,10936031,28.461388888888887,-16.445555555555554,442.1773,228.75038217611183,228.96178771715967
IGN,10936032,28.459444444444443,-16.449166666666667,422.1892,229.15197886116908,229.36338440221695
IGN,10936033,28.459444444444443,-16.448888888888888,421.796,228.89675442982625,229.1081599708741
IGN,10936034,28.45805555555556,-16.45138888888889,405.6398,229.95492799993923,230.16633354098715
IGN,10936035,28.454722222222223,-16.45722222222222,390.9392,229.9958332945863,230.2072388356342
IGN,10936036,28.45138888888889,-16.459722222222222,374.512,231.2175399273171,231.428945468365
IGN,10936037,28.44333333333333,-16.46611111111111,357.6318,231.59780751566305,231.80921305671092
IGN,10936038,28.43888888888889,-16.471666666666664,324.4658,232.3940432503616,232.6054487914095
IGN,10936039,28.43694444444445,-16.47583333333333,312.7514,232.61266467817453,232.8240702192224
IGN,10936040,28.434722222222224,-16.47972222222222,286.4213,232.2621444102584,232.4735499513063
IGN,10936041,28.432222222222222,-16.484166666666667,276.9745,233.5585589424205,233.7699644834684
IGN,10936042,28.42833333333333,-16.488333333333333,294.0899,233.87637064648675,234.08777618753464
IGN,10936043,28.42666666666667,-16.49388888888889,306.2429,233.9635218318345,234.1749273728824
IGN,10936044,28.42666666666667,-16.49361111111111,304.0652,234.30146878496905,234.5128743260169
IGN,10936046,28.42,-16.502777777777776,335.7176,237.018283691293,237.2296892323409
IGN,10936047,28.41638888888889,-16.50583333333333,328.8673,237.65596035035017,237.86736589139807
IGN,10936048,28.411388888888887,-16.509166666666665,298.0247,240.0780092279424,240.2894147689903
IGN,10936049,28.411666666666665,-16.509166666666665,295.9328,240.2024609257301,240.413866466778
IGN,10936050,28.411388888888887,-16.509444444444444,294.432,238.98327290114543,239.1946784421933
IGN,10936051,28.40583333333333,-16.511666666666667,280.4103,239.621581484724,239.8329870257719
IGN,10936052,28.40194444444444,-16.518055555555556,285.8626,240.86743180176072,241.0788373428086
IGN,10936053,28.398611111111112,-16.522222222222222,310.102,241.7486228472424,241.96002838829023
IGN,10936054,28.397777777777776,-16.529166666666665,293.2045,241.78828241813616,241.9996879591841
IGN,10936055,28.3975,-16.529444444444444,291.8545,241.35652578376047,241.5679313248084
IGN,10936056,28.397222222222226,-16.535,258.0835,242.15700609338745,242.36841163443532
IGN,10936057,28.396666666666665,-16.538611111111113,234.774,242.3153235631337,242.5267291041816
IGN,10936058,28.397777777777776,-16.544722222222223,224.4163,239.9988767638134,240.2102823048613
IGN,10936059,28.39638888888889,-16.55,248.0373,240.58018606382367,240.7915916048716
IGN,10936060,28.395,-16.55138888888889,249.798,240.1269782099072,240.3383837509551
IGN,10936061,28.394166666666667,-16.556944444444444,256.0828,240.7492751253575,240.9606806664054
IGN,10936062,28.39333333333333,-16.565,248.3957,240.6118101119447,240.8232156529926
IGN,10936063,28.3925,-16.56972222222222,243.008,240.2314740276504,240.44287956869823
IGN,10936064,28.39361111111111,-16.574444444444445,259.3837,236.732038178422,236.94344371946988
IGN,10937002,28.48,-16.31888888888889,592.2215,230.8055584623768,231.0169640034247
IGN,10937003,28.475277777777777,-16.32361111111111,632.4643,230.8011059977851,231.012511538833
IGN,10937004,28.475277777777777,-16.333888888888886,696.3041,233.9676075283053,234.1790130693532
IGN,10937005,28.47083333333333,-16.342499999999998,746.816,233.4722397675293,233.6836453085772
IGN,10937006,28.46444444444444,-16.350555555555555,775.2421,234.856149692194,235.0675552332419
IGN,10937007,28.459166666666665,-16.359444444444446,873.0887,234.62444901949377,234.8358545605417
IGN,10937008,28.45138888888889,-16.366944444444446,946.4357,230.52313533148492,230.73454087253285
IGN,10937010,28.445833333333333,-16.366666666666667,981.5607,228.6240439204624,228.83544946151025
IGN,10937011,28.439722222222223,-16.373333333333335,1008.453,227.80301537669632,228.01442091774425
IGN,10937012,28.43305555555556,-16.374166666666667,1059.9723,226.1948282001565,226.4062337412044
IGN,10937013,28.427222222222223,-16.377222222222223,1106.0322,225.3371655313453,225.5485710723932
IGN,10937015,28.42638888888889,-16.385833333333334,1159.3608,229.18770912822845,229.39911466927637
IGN,10937016,28.430833333333336,-16.380833333333335,1228.6254,226.01994911904217,226.2313546600901
IGN,10937017,28.432222222222222,-16.39,1306.8331,227.7336335245452,227.9450390655931
IGN,10937018,28.42833333333333,-16.397222222222222,1364.9579,229.9129982620813,230.1244038031292
IGN,10937019,28.419444444444444,-16.400277777777777,1416.149,228.39329705492057,228.6047025959685
IGN,10937021,28.413888888888888,-16.40583333333333,1456.2076,228.2611050386844,228.4725105797323
IGN,10937022,28.41444444444444,-16.416666666666668,1500.0572,228.61117228988792,228.8225778309358
IGN,10937023,28.410833333333333,-16.416944444444447,1573.4156,231.826229424992,232.0376349660399
IGN,10937024,28.407777777777778,-16.422777777777778,1653.7992,233.9109578506422,234.1223633916901
IGN,10937026,28.3975,-16.426111111111112,1713.8403,235.8395659036593,236.0509714447072
IGN,10937027,28.39555555555556,-16.432222222222222,1746.7202,236.48547191979472,236.6968774608426
IGN,10937028,28.392222222222223,-16.43861111111111,1756.012,237.8793652882009,238.0907708292488
IGN,20935033,28.0725,-16.547222222222224,202.3545,223.20700103297008,223.418406574018
IGN,20935034,28.072777777777777,-16.540000000000003,180.7803,223.4972438765805,223.7086494176284
IGN,20935035,28.07333333333333,-16.53388888888889,181.4661,219.66207882490235,219.87348436595025
IGN,20935036,28.07555555555556,-16.529166666666665,181.3572,222.26949390127504,222.4808994423229
IGN,20935037,28.078611111111112,-16.526666666666667,157.1061,219.8581563857869,220.0695619268348
IGN,20935038,28.08083333333333,-16.524444444444445,146.3201,219.4096900369769,219.6210955780248
IGN,20935039,28.084444444444443,-16.515833333333333,139.6075,218.58631641545577,218.7977219565037
IGN,20935040,28.084444444444443,-16.515833333333333,140.1233,218.4320292273877,218.6434347684356
IGN,20935041,28.08722222222222,-16.510555555555555,126.6073,216.69014874430692,216.90155428535485
IGN,20935042,28.09111111111111,-16.508055555555554,125.5044,218.9316391982059,219.14304473925375
IGN,20935043,28.09472222222222,-16.505,134.8906,215.1694984726668,215.38090401371463
IGN,20935044,28.09638888888889,-16.50111111111111,134.2874,215.12601290726005,215.33741844830797
IGN,20935045,28.10305555555556,-16.49388888888889,122.345,215.55298515670188,215.76439069774975
IGN,20935046,28.106944444444444,-16.491111111111113,118.7056,215.2511426219529,215.4625481630008
IGN,20935047,28.111111111111114,-16.485,123.0854,214.643534137823,214.8549396788709
IGN,20935048,28.11416666666667,-16.480555555555554,123.0141,215.338482697,215.54988823804788
IGN,20935049,28.11583333333333,-16.47722222222222,122.3303,214.87313093189832,215.0845364729462
IGN,20935050,28.11694444444445,-16.476666666666667,108.2699,212.5344332385543,212.7458387796022
IGN,20935051,28.12027777777778,-16.473055555555554,98.9035,212.75901474095684,212.97042028200477
IGN,20935052,28.12444444444445,-16.469166666666666,119.1922,211.3888810929878,211.60028663403568
IGN,20935053,28.1275,-16.466944444444444,120.1456,211.8354448032792,212.04685034432703
IGN,20935054,28.13083333333333,-16.464444444444442,102.4807,213.31791263375305,213.52931817480092
IGN,20935055,28.134722222222223,-16.461666666666666,117.9834,213.4365089648589,213.6479145059068
IGN,20935056,28.13833333333333,-16.45888888888889,137.7774,211.70463660948607,211.916042150534
IGN,20935057,28.13861111111111,-16.459166666666665,137.2224,212.2043933233434,212.4157988643913
IGN,20935058,28.140833333333333,-16.45722222222222,129.2977,212.49164065985912,212.703046200907
IGN,20935059,28.14611111111111,-16.45138888888889,114.9758,211.1947484353388,211.4061539763867
IGN,20935060,28.146111,-16.451389,112.5719,210.59986780515067,210.81127334619856
IGN,20935061,28.15083333333333,-16.44527777777778,109.8813,209.6547369479244,209.8661424889723
IGN,20935062,28.15111111111111,-16.44527777777778,106.1615,209.6846898024663,209.8960953435142
IGN,20935063,28.154722222222222,-16.4425,91.6922,210.45730949916347,210.66871504021137
IGN,20935064,28.15833333333333,-16.439166666666665,74.1993,210.47058711641367,210.6819926574616
IGN,20935065,28.16361111111111,-16.435555555555556,71.616,210.51594617840752,210.7273517194554
IGN,20935066,28.16555555555556,-16.434722222222224,89.8106,211.7116669553932,211.92307249644105
IGN,20935067,28.1675,-16.433888888888887,90.0069,210.5748516587833,210.7862571998312
IGN,20935068,28.16916666666667,-16.433333333333334,91.1453,210.7673021578652,210.97870769891307
IGN,20935069,28.17083333333333,-16.432222222222222,91.5841,210.7670368006905,210.9784423417384
IGN,20935070,28.17833333333333,-16.430833333333336,75.8545,211.03054007003385,211.24194561108172
IGN,20935071,28.18138888888889,-16.43,79.858,210.0234325181632,210.23483805921109
IGN,20935072,28.185277777777777,-16.429166666666667,80.3405,210.0975679802509,210.3089735212988
IGN,20935073,28.189444444444444,-16.428055555555556,67.24,210.9670818932067,211.1784874342546
IGN,20935074,28.192777777777778,-16.427222222222223,78.0206,210.73811942888355,210.94952496993145
IGN,20935075,28.196944444444444,-16.42638888888889,100.2478,211.87459167358244,212.08599721463037
IGN,20935076,28.20083333333333,-16.42638888888889,100.2849,210.35564101370343,210.56704655475133
IGN,20935077,28.205,-16.426111111111112,102.9589,210.1669306760436,210.3783362170915
IGN,20935078,28.210833333333333,-16.424444444444447,107.4428,210.8340274277168,211.0454329687647
IGN,20935079,28.215,-16.42138888888889,115.7328,211.76900665481784,211.9804121958657
IGN,20935081,28.221944444444443,-16.415555555555553,87.0491,211.2248786725388,211.4362842135867
IGN,20935082,28.223888888888887,-16.414166666666667,88.4366,210.98853357699173,211.1999391180396
IGN,20935083,28.225555555555555,-16.412777777777777,88.1957,211.06515468645,211.2765602274979
IGN,20935084,28.22805555555556,-16.410555555555554,86.8708,210.8265170498433,211.0379225908912
IGN,20935085,28.232777777777777,-16.40833333333333,74.193,214.13326807039115,214.34467361143905
