latitude,longitude,gravity,height,disturbance,terrain_effect,topo_free_disturbance
23.5,-10.833333333333343,975802.825,10000.0,28.63482619950082,10.910201192122909,17.724625007377913
23.5,-10.666666666666686,975796.725,10000.0,22.534826199524105,11.09801506878136,11.436811130742745
23.5,-10.5,975787.025,10000.0,12.83482619957067,11.197114389191224,1.6377118103794466
23.5,-10.333333333333343,975781.025,10000.0,6.834826199570671,11.230167310773336,-4.395341111202665
23.5,-10.166666666666686,975783.925,10000.0,9.734826199593954,11.125145084009832,-1.390318884415878
23.5,-10.0,975791.425,10000.0,17.234826199593954,10.792410753280706,6.442415446313248
23.5,-9.833333333333343,975794.525,10000.0,20.33482619957067,10.133484845385272,10.201341354185399
23.5,-9.666666666666686,975791.225,10000.0,17.034826199524105,8.975350900013225,8.05947529951088
23.5,-9.5,975787.125,10000.0,12.934826199547388,5.1926868156384245,7.742139383908963
23.666666666666657,-22.5,975786.325,10000.0,1.0961571108782664,-107.99814130505459,109.09429841593285
23.666666666666657,-22.333333333333343,975788.025,10000.0,2.7961571109481156,-180.35526591154073,183.15142302248884
23.666666666666657,-22.166666666666686,975789.125,10000.0,3.8961571109248325,-197.04612165482837,200.9422787657532
23.666666666666657,-22.0,975788.825,10000.0,3.5961571108782664,-201.04494385901518,204.64110096989344
23.666666666666657,-21.833333333333343,975788.025,10000.0,2.7961571109481156,-202.17988677596776,204.97604388691587
23.666666666666657,-21.666666666666686,975787.825,10000.0,2.5961571108782664,-202.01069214537526,204.60684925625353
23.666666666666657,-21.5,975787.425,10000.0,2.1961571109713987,-200.92529481275838,203.12145192372978
23.666666666666657,-21.333333333333343,975784.725,10000.0,-0.5038428890984505,-199.08271325148286,198.5788703623844
23.666666666666657,-21.166666666666686,975782.225,10000.0,-3.0038428890984505,-196.69168950488188,193.68784661578343
23.666666666666657,-21.0,975785.525,10000.0,0.2961571109481156,-193.33772763276932,193.63388474371743
23.666666666666657,-20.833333333333343,975793.225,10000.0,7.9961571109015495,-187.2761389924821,195.27229610338364
23.666666666666657,-20.666666666666686,975796.525,10000.0,11.296157110948116,-182.50361870368926,193.79977581463737
23.666666666666657,-20.5,975791.425,10000.0,6.196157110971399,-182.9145770962173,189.1107342071887
23.666666666666657,-20.333333333333343,975785.225,10000.0,-0.0038428890984505415,-181.53877601826917,181.53493312917072
23.666666666666657,-20.166666666666686,975785.625,10000.0,0.3961571109248325,-178.71722321208605,179.1133803230109
23.666666666666657,-20.0,975790.525,10000.0,5.296157110948116,-175.45395572652276,180.75011283747088
23.666666666666657,-19.833333333333343,975793.825,10000.0,8.596157110878266,-171.75755713563788,180.35371424651615
23.666666666666657,-19.666666666666686,975794.125,10000.0,8.896157110924833,-167.93621927461902,176.83237638554385
23.666666666666657,-19.5,975794.025,10000.0,8.796157110948116,-164.68333640896918,173.4794935199173
23.666666666666657,-19.333333333333343,975794.225,10000.0,8.99615711090155,-160.5756010752042,169.57175818610574
23.666666666666657,-19.166666666666686,975793.925,10000.0,8.696157110971399,-156.15494943391343,164.85110654488483
23.666666666666657,-19.0,975793.425,10000.0,8.196157110971399,-151.74550395577685,159.94166106674825
23.666666666666657,-18.833333333333343,975793.025,10000.0,7.796157110948116,-146.2632528978338,154.05941000878192
23.666666666666657,-18.666666666666686,975792.525,10000.0,7.296157110948116,-140.60434832081071,147.90050543175883
23.666666666666657,-18.5,975791.625,10000.0,6.3961571109248325,-135.4301193366733,141.82627644759813
