,Unnamed: 0,Island,Station ID,latitude,longitude,height_geoid,height_ell,Precision,obsG,gamma,G_disturbance,terrain_effect,topo_free_disturbance
94,94,Tenerife,943013,28.24055555555556,-16.76361111111111,1169.1302,1216.5244,0.05,979176.22,978814.2468865389,361.97311346104834,99.48510381968146,262.4880096413669
95,95,Tenerife,943015,28.246111111111112,-16.765,1207.827,1255.2296,0.05,979167.03,978802.7245260547,364.3054739453364,103.28423515368766,261.0212387916488
96,96,Tenerife,943016,28.253055555555555,-16.76722222222222,1254.9382,1302.3364,0.05,979155.64,978788.7151958995,366.92480410053395,107.76947189789324,259.1553322026407
97,97,Tenerife,943017,28.260555555555555,-16.77,1303.3414,1350.7177,0.05,979145.88,978774.3549556234,371.52504437661264,112.58584241572954,258.9392019608831
98,98,Tenerife,943018,28.26944444444444,-16.76888888888889,1362.9634,1410.3606,,979134.09,978756.6258406072,377.46415939275175,118.59822540000988,258.8659339927419
99,107,Tenerife,943030,28.2675,-16.728055555555553,1860.4976,1908.3384,0.05,979024.72,978602.8828950144,421.83710498560686,161.37004482709952,260.46706015850737
100,108,Tenerife,943031,28.261666666666667,-16.721666666666664,1911.6315,1959.5337,0.05,979017.32,978586.6548087071,430.6651912928792,166.41048876475995,264.2547025281192
101,109,Tenerife,943032,28.255,-16.71472222222222,1969.1578,2017.127,0.05,979007.59,978568.3913229285,439.1986770714866,171.0286252953818,268.1700517761048
102,110,Tenerife,943033,28.24944444444445,-16.708055555555553,2020.7492,2068.7749,0.05,978999.71,978552.045508302,447.66449169791304,175.88700816622952,271.7774835316835
103,111,Tenerife,943034,28.24194444444445,-16.702777777777776,2080.6982,2128.7464,0.05,978989.59,978532.9869526654,456.60304733458906,181.18395138376744,275.41909595082166
104,112,Tenerife,943036,28.23555555555556,-16.69611111111111,2084.6434,2132.7221,0.05,978993.37,978531.2799614449,462.0900385550922,182.5989201215557,279.4911184335365
105,113,Tenerife,943037,28.22833333333333,-16.690277777777776,2088.2449,2136.3232,0.05,978995.04,978529.6258355721,465.4141644279007,183.5667253316575,281.8474390962432
106,114,Tenerife,943038,28.22111111111111,-16.684444444444445,2060.69,2108.76,0.05,979001.06,978537.5820387074,463.4779612926068,181.6401545702813,281.83780672232547
107,115,Tenerife,944002,28.36777777777778,-16.733888888888888,363.5657,410.1511,0.05,979329.67,979072.6553277837,257.0146722163772,18.042619309120877,238.97205290725634
108,116,Tenerife,944003,28.36416666666667,-16.72861111111111,412.6208,459.2978,0.05,979320.22,979057.2151684912,263.00483150873333,22.60530256680957,240.39952894192376
109,117,Tenerife,944004,28.363333333333333,-16.735,470.3764,517.0344,0.05,979309.07,979039.3341811394,269.73581886058673,29.019931559801023,240.7158873007857
110,118,Tenerife,944005,28.35944444444445,-16.73222222222222,540.25,586.9916,0.05,979295.04,979017.4517837917,277.58821620838717,36.91853694377417,240.669679264613
111,119,Tenerife,944006,28.357222222222223,-16.732499999999998,593.6845,640.4634,0.05,979283.73,979000.7830944156,282.9469055844238,41.48513257228488,241.4617730121389
112,120,Tenerife,944008,28.355833333333333,-16.731666666666666,642.2131,689.0209,0.05,979273.94,978985.6941836714,288.2458163285628,46.56148057955905,241.68433574900374
113,121,Tenerife,944009,28.35527777777778,-16.7375,661.0458,707.829,0.05,979270.38,978979.8484604079,290.531539592077,48.34331590149065,242.18822369058637
114,122,Tenerife,944010,28.35361111111112,-16.742222222222225,708.6132,755.397,0.05,979260.95,978965.044392678,295.9056073219981,52.90223165231969,243.0033756696784
115,123,Tenerife,944011,28.349444444444444,-16.747777777777777,791.0493,837.8717,0.05,979245.57,978939.2811075995,306.288892400451,61.74041834162138,244.54847405882964
116,124,Tenerife,944012,28.34555555555556,-16.751944444444444,851.5275,898.386,0.05,979234.19,978920.315650799,313.87434920098167,67.85214732651572,246.02220187446596
