Linea,ID_Punto,Latitud,Longitud,Alt_Ortometrica,Alt_Elipsoidal,Precision_m,Gravedad_mGal
Tenerife,10937010,28.445833333333333,-16.366666666666667,936.0057,981024,no encontrada,979209.2
Tenerife,10937011,28.439722222222223,-16.373333333333335,962.8099,1008187,0.05,979201.88
Tenerife,10937012,28.43305555555556,-16.374166666666667,1014.278,1061,no encontrada,979187.15
Tenerife,10937013,28.427222222222223,-16.377222222222223,1060.2832,1106120,0.05,979175.33
Tenerife,10937015,28.42638888888889,-16.385833333333334,1113.5349,1159217,0.05,979167.64
Tenerife,10937016,28.430833333333336,-16.380833333333335,1182.8633,1227,no encontrada,979146.67
Tenerife,10937017,28.432222222222222,-16.39,1261.0123,1307570,no encontrada,979130.96
Tenerife,10937018,28.428333333333335,-16.397222222222222,1319.0617,1364762,0.05,979121.17
Tenerife,10937019,28.419444444444444,-16.400277777777777,1370.1671,1419,no encontrada,979105.78
Tenerife,10937021,28.413888888888888,-16.40583333333333,1410.1505,no encontrada,no encontrada,979097.57
Tenerife,10937022,28.41444444444444,-16.416666666666668,1453.9225,1500670,no encontrada,979087.71
Tenerife,10937023,28.410833333333333,-16.416944444444447,1527.2554,1573064,no encontrada,979071.35
Tenerife,10937024,28.407777777777778,-16.422777777777778,1607.5797,1652406,no encontrada,979052.86
Tenerife,10937026,28.3975,-16.426111111111112,1667.5206,1716,no encontrada,979038.91
Tenerife,10937027,28.395555555555553,-16.432222222222222,1700.3374,1746575,0.05,979031.26
Tenerife,10937028,28.392222222222223,-16.43861111111111,1709.5584,1756335,no encontrada,979031.86
Tenerife,20935033,28.072499999999998,-16.547222222222224,157.3612,202154,0.05,979344.0
Tenerife,20935034,28.072777777777777,-16.540000000000003,135.849,no encontrada,no encontrada,979348.82
Tenerife,20935035,28.073333333333334,-16.53388888888889,136.5808,no encontrada,no encontrada,979344.87
Tenerife,20935036,28.075555555555557,-16.529166666666665,136.4744,no encontrada,no encontrada,979345.04
Tenerife,20935037,28.078611111111112,-16.526666666666667,112.1861,no encontrada,no encontrada,979349.95
Tenerife,20935038,28.080833333333334,-16.524444444444445,101.3778,146133,0.05,979352.47
Tenerife,20935039,28.084444444444443,-16.515833333333333,94.6839,no encontrada,no encontrada,979352.92
Tenerife,20935040,28.084444444444443,-16.515833333333333,95.1997,139749,no encontrada,979352.71
Tenerife,20935041,28.08722222222222,-16.510555555555555,81.6857,no encontrada,no encontrada,979353.94
Tenerife,20935042,28.09111111111111,-16.508055555555554,80.5336,no encontrada,no encontrada,979356.56
Tenerife,20935043,28.09472222222222,-16.505,89.8838,no encontrada,no encontrada,979351.43
Tenerife,20935044,28.09638888888889,-16.50111111111111,89.2937,134029,0.05,979351.74
Tenerife,20935045,28.103055555555557,-16.49388888888889,77.3103,no encontrada,no encontrada,979354.94
Tenerife,20935046,28.106944444444444,-16.491111111111113,73.6312,no encontrada,no encontrada,979356.02
Tenerife,20935047,28.111111111111114,-16.485,78.0081,no encontrada,no encontrada,979354.11
Tenerife,20935048,28.11416666666667,-16.480555555555554,77.9368,no encontrada,no encontrada,979354.05
Tenerife,20935049,28.115833333333335,-16.47722222222222,77.2661,no encontrada,no encontrada,979354.17
Tenerife,20935050,28.116944444444446,-16.476666666666667,63.1931,no encontrada,no encontrada,979356.04
Tenerife,20935051,28.12027777777778,-16.473055555555554,53.8163,no encontrada,no encontrada,979357.73
Tenerife,20935052,28.124444444444446,-16.469166666666666,74.0839,no encontrada,no encontrada,979352.98
Tenerife,20935053,28.1275,-16.466944444444444,75.0134,no encontrada,no encontrada,979352.79
Tenerife,20935054,28.130833333333335,-16.464444444444442,57.3245,no encontrada,no encontrada,979358.07
Tenerife,20935055,28.134722222222223,-16.461666666666666,72.7993,no encontrada,no encontrada,979354.62
Tenerife,20935056,28.138333333333332,-16.45888888888889,92.5721,137556,0.05,979350.41
Tenerife,20935057,28.13861111111111,-16.459166666666665,92.0087,no encontrada,no encontrada,979350.7
Tenerife,20935058,28.140833333333333,-16.45722222222222,84.0746,129089,0.05,979353.16
Tenerife,20935059,28.14611111111111,-16.45138888888889,69.749,no encontrada,no encontrada,979355.01
Tenerife,20935060,,,67.3451,no encontrada,no encontrada,979354.72
Tenerife,20935061,28.15083333333333,-16.44527777777778,64.6636,109678,0.05,979355.05
Tenerife,20935062,28.15111111111111,-16.44527777777778,60.9395,no encontrada,no encontrada,979355.5
Tenerife,20935063,28.154722222222222,-16.4425,46.4533,no encontrada,no encontrada,979359.19
Tenerife,20935064,28.15833333333333,-16.439166666666665,28.9521,73981,0.05,979363.64
Tenerife,20935065,28.16361111111111,-16.435555555555556,26.3401,71385,0.05,979364.72
Tenerife,20935066,28.165555555555553,-16.434722222222224,44.5173,no encontrada,no encontrada,979361.27
Tenerife,20935067,28.1675,-16.433888888888887,44.6969,no encontrada,no encontrada,979361.25
Tenerife,20935068,28.16916666666667,-16.433333333333334,45.8193,no encontrada,no encontrada,979361.01
Tenerife,20935069,28.170833333333334,-16.432222222222222,46.2503,91349,0.05,979361.37
Tenerife,20935070,28.178333333333335,-16.430833333333336,30.4336,no encontrada,no encontrada,979364.77
Tenerife,20935071,28.18138888888889,-16.43,34.4058,no encontrada,no encontrada,979363.7
Tenerife,20935072,28.185277777777777,-16.429166666666667,34.8465,no encontrada,no encontrada,979363.56
Tenerife,20935073,28.189444444444444,-16.428055555555556,21.706,no encontrada,no encontrada,979367.69
Tenerife,20935074,28.192777777777778,-16.427222222222223,32.454,no encontrada,no encontrada,979365.32
Tenerife,20935075,28.196944444444444,-16.42638888888889,54.6375,no encontrada,no encontrada,979360.78
Tenerife,20935076,28.200833333333332,-16.42638888888889,54.6229,no encontrada,no encontrada,979360.74
Tenerife,20935077,28.205,-16.426111111111112,57.2499,no encontrada,no encontrada,979360.28
Tenerife,20935078,28.210833333333333,-16.424444444444447,61.6884,107276,0.05,979360.21
Tenerife,20935079,28.215,-16.42138888888889,69.9766,no encontrada,no encontrada,979359.53
Tenerife,20935080,28.219166666666666,-16.41777777777778,50.7218,96250,0.05,979374.53
Tenerife,20935081,28.221944444444443,-16.415555555555553,41.3071,no encontrada,no encontrada,979364.92
Tenerife,20935082,28.223888888888887,-16.414166666666667,42.6954,no encontrada,no encontrada,979364.92
Tenerife,20935083,28.225555555555555,-16.412777777777777,42.4586,no encontrada,no encontrada,979364.9
Tenerife,20935084,28.228055555555553,-16.410555555555554,41.1425,86634,0.05,979365.69
Tenerife,20935085,28.232777777777777,-16.40833333333333,28.4492,no encontrada,no encontrada,979371.0
Tenerife,20935086,28.23777777777778,-16.40611111111111,27.3056,72830,0.05,979371.93
Tenerife,20935088,28.247777777777777,-16.40111111111111,24.7794,70343,0.05,979374.39
Tenerife,20935089,28.247777777777777,-16.40138888888889,23.835,no encontrada,no encontrada,979374.53
Tenerife,20935090,28.249722222222225,-16.399722222222223,32.8184,no encontrada,no encontrada,979372.85
Tenerife,20935091,28.25888888888889,-16.395,36.6722,no encontrada,no encontrada,979377.92
Tenerife,20935092,28.261111111111113,-16.3925,36.7727,no encontrada,no encontrada,979377.19
Tenerife,20935093,28.264166666666668,-16.389444444444443,36.3312,no encontrada,no encontrada,979378.27
Tenerife,20935094,28.26861111111111,-16.3875,24.5167,no encontrada,no encontrada,979382.37
Tenerife,20935095,28.272499999999997,-16.386388888888888,33.0349,no encontrada,no encontrada,979382.14
Tenerife,20935096,28.28111111111111,-16.384722222222223,28.8146,no encontrada,no encontrada,979383.68
Tenerife,20935097,28.282777777777778,-16.384722222222223,29.4347,no encontrada,no encontrada,979383.52
Tenerife,20935098,28.2825,-16.384722222222223,22.25,67810,0.05,979385.46
Tenerife,20935099,28.288611111111113,-16.384166666666665,28.5475,no encontrada,no encontrada,979387.65
Tenerife,20935100,28.293333333333337,-16.383055555555558,45.2129,no encontrada,no encontrada,979385.58
Tenerife,20935101,28.299444444444447,-16.3825,62.1022,107841,0.05,979383.34
Tenerife,20936066,28.391944444444444,-16.58,202.7886,no encontrada,no encontrada,979367.07
Tenerife,20936067,28.39388888888889,-16.585833333333333,177.9285,224377,0.05,979370.46
Tenerife,20936068,28.391944444444444,-16.59,153.4642,no encontrada,no encontrada,979375.05
Tenerife,20936069,28.392777777777777,-16.591666666666665,147.6776,no encontrada,no encontrada,979376.23
Tenerife,20936070,28.39527777777778,-16.59472222222222,126.3895,no encontrada,no encontrada,979379.1
Tenerife,20936071,28.39527777777778,-16.594444444444445,125.1882,no encontrada,no encontrada,979379.52
Tenerife,20936072,28.39472222222222,-16.595,123.3061,171509,no encontrada,979379.68
Tenerife,20936073,28.394166666666667,-16.596666666666664,94.5333,no encontrada,no encontrada,979383.67
Tenerife,20936074,28.391666666666666,-16.605555555555558,86.2812,132716,0.05,979381.15
Tenerife,20936075,28.3925,-16.611111111111114,89.1291,135387,0.05,979379.88
Tenerife,20936076,28.393055555555556,-16.616388888888892,91.3484,no encontrada,no encontrada,979378.48
Tenerife,20936077,28.393055555555556,-16.616666666666667,91.5427,no encontrada,no encontrada,979378.25
Tenerife,20936078,28.392222222222223,-16.622777777777777,106.5871,no encontrada,no encontrada,979376.9
Tenerife,20936079,28.3925,-16.62777777777778,111.083,157434,0.05,979375.96
Tenerife,20936080,28.39388888888889,-16.633333333333333,78.8826,125128,0.05,979382.75
Tenerife,20936081,28.393055555555556,-16.639444444444443,69.0994,113891,no encontrada,979385.12
Tenerife,20936082,28.393055555555556,-16.639722222222222,68.4495,no encontrada,no encontrada,979385.56
Tenerife,20936083,28.39361111111111,-16.645555555555553,66.9423,no encontrada,no encontrada,979386.67
Tenerife,20936084,28.39388888888889,-16.641666666666666,76.153,no encontrada,no encontrada,979385.8
Tenerife,20936085,28.394444444444446,-16.654166666666665,66.5136,112571,0.05,979388.24
Tenerife,20936086,28.39361111111111,-16.659444444444443,112.6902,no encontrada,no encontrada,979379.48
Tenerife,20936087,28.391111111111112,-16.660555555555554,117.69,no encontrada,no encontrada,979378.25
Tenerife,20936088,28.39,-16.66361111111111,118.1145,no encontrada,no encontrada,979378.16
Tenerife,20936089,28.38861111111111,-16.66722222222222,150.2055,no encontrada,no encontrada,979372.14
Tenerife,20936090,28.388333333333332,-16.671111111111113,167.8834,no encontrada,no encontrada,979369.26
Tenerife,20936091,28.38888888888889,-16.675,191.8795,no encontrada,no encontrada,979364.24
Tenerife,20936092,28.385555555555555,-16.676944444444445,203.8926,no encontrada,no encontrada,979362.81
Tenerife,20936093,28.383888888888887,-16.677222222222223,204.6539,250517,no encontrada,979362.7
Tenerife,20936094,28.380555555555556,-16.68027777777778,216.5714,no encontrada,no encontrada,979360.45
Tenerife,20936095,28.380555555555556,-16.685277777777777,221.0314,267372,0.05,979360.03
Tenerife,20937030,28.36888888888889,-16.463055555555556,1738.1015,1955473,0.05,979030.04
Tenerife,20937031,28.37361111111111,-16.459166666666665,1838.1999,1884231,no encontrada,979008.06
Tenerife,20937033,28.36916666666667,-16.462777777777777,1908.8394,no encontrada,no encontrada,978991.46
Tenerife,20937034,28.361944444444447,-16.46638888888889,1960.8216,2007558,0.05,978978.36
Tenerife,20937035,28.35527777777778,-16.46861111111111,2001.8104,2048637,0.05,978968.13
Tenerife,20937036,28.35138888888889,-16.476388888888888,1962.403,2011645,no encontrada,978982.02
Tenerife,20937037,28.34361111111111,-16.48222222222222,1995.7594,2042818,0.05,978978.55
Tenerife,20937039,28.33722222222222,-16.486666666666668,2059.4669,2106618,0.05,978964.69
Tenerife,20937040,28.334722222222222,-16.489166666666666,2141.6602,2188819,0.05,978942.19
Tenerife,20937041,28.328888888888887,-16.490555555555556,2201.0168,2248235,0.05,978929.78
Tenerife,20937042,28.322777777777777,-16.491111111111113,2227.8271,2274862,0.05,978923.09
Tenerife,20937043,28.316111111111113,-16.496111111111112,2190.428,2237821,0.05,978940.42
Tenerife,20937044,28.311944444444446,-16.501944444444444,2239.1301,2286391,0.05,978928.67
Tenerife,20937045,28.304166666666667,-16.51,2294.6887,2342203,0.05,978917.96
Tenerife,20937047,28.302500000000002,-16.52027777777778,2298.6104,2346010,0.05,978915.97
Tenerife,20937048,28.303611111111113,-16.530277777777776,2238.6139,2286078,0.05,978934.01
Tenerife,20937049,28.308333333333334,-16.53888888888889,2202.8543,2250436,0.05,978942.72
Tenerife,20937050,28.30611111111111,-16.54527777777778,2154.2087,2201838,0.05,978957.11
Tenerife,20937051,28.30611111111111,-16.55388888888889,2107.4635,2155357,0.05,978969.46
Tenerife,30935103,28.304722222222225,-16.383055555555558,78.7004,no encontrada,no encontrada,979380.4
Tenerife,30935104,28.309444444444445,-16.38277777777778,108.992,154701,0.05,979376.3
Tenerife,30935105,28.315555555555555,-16.380555555555556,108.5037,154141,0.05,979376.27
Tenerife,30935106,28.315833333333334,-16.380555555555556,108.503,no encontrada,no encontrada,979376.36
Tenerife,30935107,28.32111111111111,-16.378611111111113,90.1895,no encontrada,no encontrada,979380.8
Tenerife,30935108,28.325833333333332,-16.37666666666667,77.6229,no encontrada,no encontrada,979384.17
Tenerife,30935109,28.33111111111111,-16.37472222222222,58.128,104,no encontrada,979388.59
Tenerife,30935110,28.33111111111111,-16.37472222222222,58.1161,no encontrada,no encontrada,979388.73
Tenerife,30935111,28.33138888888889,-16.37472222222222,58.1908,no encontrada,no encontrada,979388.66
Tenerife,30935151,28.444444444444446,-16.27722222222222,111.7091,no encontrada,no encontrada,979364.81
Tenerife,30935152,28.33861111111111,-16.37388888888889,60.6337,no encontrada,no encontrada,979387.97
Tenerife,30935155,28.35638888888889,-16.372777777777777,41.8074,87410,0.05,979389.23
Tenerife,30935157,28.370833333333334,-16.36722222222222,52.6397,98107,0.05,979385.28
Tenerife,30935159,28.383333333333333,-16.361666666666668,47.4686,93,no encontrada,979385.38
Tenerife,30935161,28.384444444444444,-16.354722222222225,69.9563,no encontrada,no encontrada,979377.35
Tenerife,30935164,28.404166666666665,-16.335555555555555,110.1709,155218,0.05,979368.04
Tenerife,30935166,28.404722222222222,-16.328888888888887,146.8395,no encontrada,no encontrada,979357.81
Tenerife,30935167,28.40833333333333,-16.31833333333333,178.8491,223639,0.05,979348.71
Tenerife,30935170,28.425,-16.303611111111113,175.8554,no encontrada,no encontrada,979351.19
Tenerife,30935172,28.43111111111111,-16.295555555555556,155.8057,200332,0.05,979355.57
Tenerife,30935174,28.43722222222222,-16.280833333333334,84.5148,no encontrada,no encontrada,979366.45
Tenerife,30936002,28.378055555555555,-16.714444444444442,224.0965,225945,0.05,979359.92
Tenerife,30936003,28.37527777777778,-16.70611111111111,236.1486,282116,0.05,979357.19
Tenerife,30936004,28.371111111111112,-16.711111111111112,238.6628,282891,0.05,979357.61
Tenerife,30936008,28.365555555555556,-16.723055555555554,240.3248,286948,0.05,979357.85
Tenerife,30936009,28.365833333333335,-16.72583333333333,280.8691,330282,0.05,979349.3
Tenerife,30936010,28.36777777777778,-16.728888888888886,317.3897,no encontrada,no encontrada,979339.68
Tenerife,30936103,28.36722222222222,-16.72138888888889,232.6313,279058,0.05,979360.12
Tenerife,30936104,28.36722222222222,-16.72138888888889,232.3486,no encontrada,no encontrada,979360.2
Tenerife,30936105,28.366944444444446,-16.721666666666664,232.7473,no encontrada,no encontrada,979360.27
Tenerife,30937054,28.299444444444447,-16.56527777777778,2100.5646,2148528,0.05,978976.11
Tenerife,30937055,28.290833333333335,-16.564722222222223,2136.7444,2184743,0.05,978971.55
Tenerife,30937056,28.290833333333335,-16.564722222222223,2151.1013,2186,no encontrada,978968.55
Tenerife,30937057,28.279166666666665,-16.576944444444443,2197.3895,2248,no encontrada,978955.96
Tenerife,30937058,28.273055555555555,-16.579444444444444,2239.3929,2287326,0.05,978944.62
Tenerife,30937060,28.2675,-16.58611111111111,2287.0807,2335042,0.05,978934.3
Tenerife,30937061,28.260277777777777,-16.59361111111111,2305.6059,2353866,0.05,978928.35
Tenerife,30937062,28.259444444444444,-16.603333333333335,2349.216,2397481,0.05,978915.57
Tenerife,30937063,28.2575,-16.610833333333336,2357.9127,2404,no encontrada,978911.36
Tenerife,30937064,28.255,-16.62138888888889,2309.809,2358396,no encontrada,978921.43
Tenerife,30937066,28.24527777777778,-16.629166666666666,2239.9398,2288224,0.05,978942.2
Tenerife,30937067,28.236666666666668,-16.629722222222224,2186.4568,2231605,0.05,978960.65
Tenerife,30937068,28.223611111111108,-16.628055555555555,2146.2283,2194420,0.05,978972.6
Tenerife,30937070,28.223333333333333,-16.628611111111113,2141.0992,2189338,0.05,978974.03
Tenerife,30937071,28.220555555555553,-16.62777777777778,2121.0743,2169277,0.05,978979.04
Tenerife,30937072,28.217499999999998,-16.62638888888889,2104.9941,2153135,no encontrada,978981.37
Tenerife,30937073,28.210833333333333,-16.634999999999998,2021.4351,2069,no encontrada,979001.56
Tenerife,30937074,28.210555555555555,-16.649722222222223,2011.3362,2059960,0.05,979005.65
Tenerife,30937075,28.21361111111111,-16.66361111111111,2024.1166,2072248,0.05,979004.47
Tenerife,40936112,28.366944444444446,-16.740277777777777,402.8399,446496,no encontrada,979321.19
Tenerife,40936113,28.366388888888892,-16.74138888888889,438.5764,no encontrada,no encontrada,979312.64
Tenerife,40936114,28.366388888888892,-16.745555555555555,438.4494,no encontrada,no encontrada,979312.63
Tenerife,40936115,28.365000000000002,-16.74638888888889,437.177,no encontrada,no encontrada,979313.09
Tenerife,40936116,28.364444444444445,-16.748611111111114,468.1751,514557,0.05,979307.64
Tenerife,40936117,28.36388888888889,-16.749444444444446,482.8249,no encontrada,no encontrada,979306.77
Tenerife,40936118,28.363333333333333,-16.751666666666665,498.992,no encontrada,no encontrada,979303.22
Tenerife,40936119,28.363333333333333,-16.753611111111113,528.7357,no encontrada,no encontrada,979296.92
Tenerife,40936120,28.363333333333333,-16.75861111111111,529.6106,no encontrada,no encontrada,979297.39
Tenerife,40936121,28.362222222222222,-16.761666666666667,557.916,no encontrada,no encontrada,979293.47
Tenerife,40936122,28.360555555555557,-16.766944444444444,582.4004,no encontrada,no encontrada,979290.59
Tenerife,40936123,28.35777777777778,-16.774166666666666,604.4327,no encontrada,no encontrada,979287.73
Tenerife,40936124,28.35611111111111,-16.779166666666665,618.7283,no encontrada,no encontrada,979285.55
Tenerife,40936125,28.355555555555558,-16.78333333333333,619.8572,no encontrada,no encontrada,979285.23
Tenerife,40936126,28.355555555555558,-16.783333333333335,620.5147,666800,0.05,979285.04
Tenerife,40936127,28.353055555555557,-16.78222222222222,658.1828,704510,0.05,979277.55
Tenerife,40936128,28.351944444444445,-16.78111111111111,687.5309,no encontrada,no encontrada,979271.45
Tenerife,40936129,28.351111111111113,-16.784166666666668,722.588,no encontrada,no encontrada,979264.59
Tenerife,40936130,28.348333333333333,-16.790833333333335,752.2784,no encontrada,no encontrada,979259.19
Tenerife,40936131,28.34611111111111,-16.7875,753.5421,no encontrada,no encontrada,979258.67
Tenerife,40936132,28.343333333333334,-16.79277777777778,789.6542,no encontrada,no encontrada,979251.3
Tenerife,40936133,28.343055555555555,-16.7875,817.8563,no encontrada,no encontrada,979246.73
Tenerife,40936134,28.342777777777776,-16.78805555555556,849.8714,895,no encontrada,979239.07
Tenerife,40936135,28.353055555555557,-16.78222222222222,876.775,no encontrada,no encontrada,979234.69
Tenerife,40936136,28.3375,-16.793055555555558,889.4067,no encontrada,no encontrada,979233.45
Tenerife,40936137,28.3375,-16.793055555555558,891.7219,no encontrada,no encontrada,979233.11
Tenerife,40936138,28.3375,-16.793055555555558,893.2334,no encontrada,no encontrada,979232.99
Tenerife,40936139,28.334722222222222,-16.797777777777778,920.7821,no encontrada,no encontrada,979229.2
Tenerife,40936140,28.334444444444443,-16.799444444444447,962.6004,no encontrada,no encontrada,979222.28
Tenerife,40936141,28.328611111111112,-16.802777777777777,995.2801,1045,no encontrada,979215.63
Tenerife,40936142,28.325555555555557,-16.80666666666667,1011.835,1058485,0.05,979214.05
Tenerife,40936143,28.321666666666665,-16.80777777777778,1035.5751,no encontrada,no encontrada,979209.24
Tenerife,50936002,28.3125,-16.80666666666667,1089.9759,1136758,0.05,979199.07
Tenerife,50936003,28.307222222222222,-16.810833333333335,1028.2186,1074354,0.05,979211.97
Tenerife,50936004,28.304444444444446,-16.81277777777778,971.6587,1018391,0.05,979224.26
Tenerife,50936005,28.299166666666668,-16.815555555555555,934.6655,981382,0.05,979231.11
Tenerife,50936006,28.291111111111114,-16.81361111111111,907.7229,954483,0.05,979233.48
Tenerife,50936013,28.275277777777777,-16.801666666666666,1029.413,1076321,0.05,979200.52
Tenerife,50936014,28.27138888888889,-16.805,958.7179,1005561,0.05,979213.97
Tenerife,50936016,28.260555555555555,-16.807222222222222,825.9843,873307,0.05,979239.49
Tenerife,50936157,28.290000000000003,-16.810833333333335,913.3291,960126,0.05,979232.53
Tenerife,50936158,28.288611111111113,-16.805555555555557,946.8798,993733,0.05,979223.86
Tenerife,50936159,28.28527777777778,-16.801944444444445,987.6692,1034577,0.05,979214.26
Tenerife,50936162,28.282777777777778,-16.799444444444447,1028.2327,1075412,0.05,979205.57
Tenerife,50936163,28.280277777777776,-16.798611111111114,1060.1249,1107069,0.05,979196.75
Tenerife,50936167,28.260833333333334,-16.8075,895.5638,872,no encontrada,979225.12
Tenerife,50936171,28.255,-16.807222222222222,787.2151,833939,0.05,979247.24
Tenerife,50936172,28.25138888888889,-16.80388888888889,761.075,807862,0.05,979253.67
Tenerife,50936173,28.247500000000002,-16.8,745.896,792826,0.05,979257.54
Tenerife,50937098,28.144166666666667,-16.64472222222222,1315.4624,1362588,0.05,979138.33
Tenerife,50937099,28.141388888888887,-16.65361111111111,1257.0599,1304011,0.05,979151.6
Tenerife,50937100,28.13361111111111,-16.65138888888889,1221.14,1267955,0.05,979155.84
Tenerife,50937101,28.12638888888889,-16.65722222222222,1181.9852,1228579,0.05,979161.2
Tenerife,50937102,28.125555555555557,-16.66583333333333,1106.4274,1159,no encontrada,979179.65
Tenerife,50937104,28.119444444444444,-16.665555555555553,1044.7602,1091353,0.05,979190.01
Tenerife,50937105,28.111944444444447,-16.679444444444446,992.0397,no encontrada,no encontrada,979201.69
Tenerife,50937107,28.116944444444446,-16.67666666666667,927.9442,974390,0.05,979218.73
Tenerife,50937108,28.115555555555556,-16.678611111111113,880.1937,926420,0.05,979230.37
Tenerife,50937109,28.114444444444445,-16.68111111111111,820.4011,866672,0.05,979243.23
Tenerife,50937110,28.111111111111114,-16.684166666666666,754.8312,801088,0.05,979255.3
Tenerife,50937111,28.105833333333333,-16.684722222222224,698.8351,744978,0.05,979265.18
Tenerife,50937112,28.1,-16.680833333333336,630.808,676886,no encontrada,979275.68
Tenerife,50937114,28.095277777777778,-16.684166666666666,576.8794,622736,0.05,979285.57
Tenerife,50937115,28.090833333333332,-16.689444444444444,512.4251,558226,0.05,979299.66
Tenerife,50937116,28.086666666666666,-16.69,444.2062,489846,0.05,979312.79
Tenerife,50937118,28.081666666666667,-16.683611111111112,373.8901,419429,0.05,979326.25
Tenerife,50937119,28.077222222222222,-16.68611111111111,315.8931,361233,0.05,979337.32
Tenerife,50937120,28.072222222222223,-16.69638888888889,236.3628,284179,no encontrada,979352.35
Tenerife,50937121,28.07,-16.70888888888889,155.7811,200873,0.05,979365.39
